warmuphmc	warmuphmc_draws	evidence_kind	brmi_parse	stanc	stan_transpile	semantic_route	stan_code_sha256	family_selected	variant	probe_id	gradient_finite	evidence_from	descriptor	key	deployed	static_error_stage	static_error	translation_status	log_density	runtime_error	stan_data_sha256	sbbrmi_lower	dimension	historical_formula	warmuphmc_error	family_selected_provenance	source	bridgestan_instantiate	current_brm_body	row_index	data_shape_assumptions	brmi_eval
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		binomial	exact-metadata		not-run		not-run	verbagg_crossed	true			unsupported				not-run		r2 ~ Anger + Gender + btype + situ + (1 | id) + (1 | item)		explicit	lme4	not-run		318	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		binomial	inferred-family		not-run		not-run	verbagg_crossed	true			unsupported				not-run		r2 ~ Anger + Gender + btype + situ + (1 | id) + (1 | item)		explicit	lme4	not-run		318	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		binomial	exact-metadata		not-run		not-run	contraception_urban	true			unsupported				not-run		use ~ age + I(age^2) + livch + urban + (urban | district)		explicit	lme4	not-run		319	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		binomial	inferred-family		not-run		not-run	contraception_urban	true			unsupported				not-run		use ~ age + I(age^2) + livch + urban + (urban | district)		explicit	lme4	not-run		319	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	af911d285af8ae0f32cb4e093fed059ba6835f79fa3c21d7726a30d994ab6d82	gaussian	exact-metadata	2e57618ea27d703b	true	627	pass	dyestuff_re	true			ready	-8.47744637392999		797addf7481a8fc4dee4901d773cd11db24d4e81dc913e8b2281f53d0fb6c7b9	pass	6	Yield ~ 1 + (1 | Batch)		explicit	mixed_models_jl	pass	loc ~ 1 + (1 | Batch)\nlog(sigma) ~ 1\nYield ~ Normal(loc, sigma)	320	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	af911d285af8ae0f32cb4e093fed059ba6835f79fa3c21d7726a30d994ab6d82	gaussian	inferred-family	2e57618ea27d703b	true	627	pass	dyestuff_re	true			ready	-8.47744637392999		797addf7481a8fc4dee4901d773cd11db24d4e81dc913e8b2281f53d0fb6c7b9	pass	6	Yield ~ 1 + (1 | Batch)		explicit	mixed_models_jl	pass	loc ~ 1 + (1 | Batch)\nlog(sigma) ~ 1\nYield ~ Normal(loc, sigma)	320	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		direct	pass	pass	pass	ordinary_brm	08d681a280f6f567fe72e25e32f3926851a28395552746a34194f0a4c51c8991	gaussian	exact-metadata	92b351bc82a93696	true	641	pass	sleepstudy_slope	true			ready	-8.817384082920588		7e307e49245e8472642f4d2d6c48e8a8535d796f750c3acccc6487abe5b1b358	pass	12	Reaction ~ 1 + Days + (1 + Days | Subject)		explicit	mixed_models_jl	pass	loc ~ 1 + Days + (1 + Days | Subject)\nlog(sigma) ~ 1\nReaction ~ Normal(loc, sigma)	321	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	08d681a280f6f567fe72e25e32f3926851a28395552746a34194f0a4c51c8991	gaussian	inferred-family	92b351bc82a93696	true	641	pass	sleepstudy_slope	true			ready	-8.817384082920588		7e307e49245e8472642f4d2d6c48e8a8535d796f750c3acccc6487abe5b1b358	pass	12	Reaction ~ 1 + Days + (1 + Days | Subject)		explicit	mixed_models_jl	pass	loc ~ 1 + Days + (1 + Days | Subject)\nlog(sigma) ~ 1\nReaction ~ Normal(loc, sigma)	321	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		direct	pass	pass	pass	ordinary_brm	1834c17a8513f16c97026452853d2a98f0ca74c3b4f69909eb7c5e54179d1d4e	gaussian	exact-metadata	c2484e29f4372185	true	643	pass	sleepstudy_zerocorr	true			ready	-8.317384082920588		eb9838958973b83dc1220a75c415821278bb71ee8f574fe477b232e01c20c410	pass	11	Reaction ~ 1 + Days + zerocorr(1 + Days | Subject)		explicit	mixed_models_jl	pass	loc ~ 1 + Days + (1 + Days  || Subject)\nlog(sigma) ~ 1\nReaction ~ Normal(loc, sigma)	322	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	1834c17a8513f16c97026452853d2a98f0ca74c3b4f69909eb7c5e54179d1d4e	gaussian	inferred-family	c2484e29f4372185	true	643	pass	sleepstudy_zerocorr	true			ready	-8.317384082920588		eb9838958973b83dc1220a75c415821278bb71ee8f574fe477b232e01c20c410	pass	11	Reaction ~ 1 + Days + zerocorr(1 + Days | Subject)		explicit	mixed_models_jl	pass	loc ~ 1 + Days + (1 + Days  || Subject)\nlog(sigma) ~ 1\nReaction ~ Normal(loc, sigma)	322	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	867bdd59c0cb7e32a81524b23e538360ea634a1b95bdb7702d3af8667d651a70	gaussian	exact-metadata	2d6a71b02ebf0946	true	631	pass	penicillin_crossed	true			ready	-8.47744637392999		bfc7e523b5254a4e21b87f537c99f918cd15970a0cd3a489af64b0b27f3c54f8	pass	10	diameter ~ 1 + (1 | plate) + (1 | sample)		explicit	mixed_models_jl	pass	loc ~ 1 + (1 | plate) + (1 | sample)\nlog(sigma) ~ 1\ndiameter ~ Normal(loc, sigma)	323	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	867bdd59c0cb7e32a81524b23e538360ea634a1b95bdb7702d3af8667d651a70	gaussian	inferred-family	2d6a71b02ebf0946	true	631	pass	penicillin_crossed	true			ready	-8.47744637392999		bfc7e523b5254a4e21b87f537c99f918cd15970a0cd3a489af64b0b27f3c54f8	pass	10	diameter ~ 1 + (1 | plate) + (1 | sample)		explicit	mixed_models_jl	pass	loc ~ 1 + (1 | plate) + (1 | sample)\nlog(sigma) ~ 1\ndiameter ~ Normal(loc, sigma)	323	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	exact-metadata		not-run		not-run	pastes_nested	true			unsupported				not-run		strength ~ 1 + (1 | batch/cask)		explicit	mixed_models_jl	not-run		324	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family		not-run		not-run	pastes_nested	true			unsupported				not-run		strength ~ 1 + (1 | batch/cask)		explicit	mixed_models_jl	not-run		324	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	e14782de09b909385d745668fc23760031890435e40a6cbb75312217e04da787	bernoulli	exact-metadata	feb3223bcfd28635	true	649	pass	verbagg_crossed	true			ready	-8.317766166719343		8e6068bb1b0e93f146fcce63bfcd3d56c65ee2d4c9d6f156f3e21d15662ace9e	pass	13	r2 ~ 1 + Anger + Gender + btype + situ + (1 | id) + (1 | item)		explicit	mixed_models_jl	pass	log_odds ~ 1 + Anger + Gender + btype + situ + (1 | id) + (1 | item)\nr2 ~ BernoulliLogit(log_odds)	325	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	e14782de09b909385d745668fc23760031890435e40a6cbb75312217e04da787	bernoulli	inferred-family	feb3223bcfd28635	true	649	pass	verbagg_crossed	true			ready	-8.317766166719343		8e6068bb1b0e93f146fcce63bfcd3d56c65ee2d4c9d6f156f3e21d15662ace9e	pass	13	r2 ~ 1 + Anger + Gender + btype + situ + (1 | id) + (1 | item)		explicit	mixed_models_jl	pass	log_odds ~ 1 + Anger + Gender + btype + situ + (1 | id) + (1 | item)\nr2 ~ BernoulliLogit(log_odds)	325	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		direct	pass	pass	pass	ordinary_brm	8ba5d2be59451ea09b192340ca447384c660ce3578f493521e2e3cc813d97244	bernoulli	exact-metadata	3b421411e7c75354	true	651	pass	contraception_glmm	true			ready	-8.317766166719343		ab84ee54a44442dbbac9e7ea8ea5af92d790cdf718733c02fd83ad9aa0e59080	pass	9	use ~ 1 + age + abs2(age) + livch + urban + (1 | district)		explicit	mixed_models_jl	pass	log_odds ~ 1 + age + abs2(age) + livch + urban + (1 | district)\nuse ~ BernoulliLogit(log_odds)	326	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	8ba5d2be59451ea09b192340ca447384c660ce3578f493521e2e3cc813d97244	bernoulli	inferred-family	3b421411e7c75354	true	651	pass	contraception_glmm	true			ready	-8.317766166719343		ab84ee54a44442dbbac9e7ea8ea5af92d790cdf718733c02fd83ad9aa0e59080	pass	9	use ~ 1 + age + abs2(age) + livch + urban + (1 | district)		explicit	mixed_models_jl	pass	log_odds ~ 1 + age + abs2(age) + livch + urban + (1 | district)\nuse ~ BernoulliLogit(log_odds)	326	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata		not-run		not-run	cement_lm	true			unresolved-family				not-run		y ~ x1 + x2 + x3 + x4		unresolved	inla	not-run		327	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	bf9c6c45902baa99d2d69481ef3c5360155a4bb0c5ef2b7aad667924530cb9f9	gaussian	inferred-family	10d1285306b0b750	true	654	pass	cement_lm	true			ready	-5.690109601815348		301e50f6651b51a7f7fdba95f61f6f74ecd0c73a1125c79d0124dd448aa4c095	pass	5	y ~ x1 + x2 + x3 + x4		inferred-from-name	inla	pass	loc ~ x1 + x2 + x3 + x4\nlog(sigma) ~ 1\ny ~ Normal(loc, sigma)	327	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata		not-run		not-run	penicillin_iid	true			unresolved-family				not-run		diameter ~ 1 + sample + f(plate_id, model = 'iid')		unresolved	inla	not-run		328	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		gaussian	inferred-family		not-run		not-run	penicillin_iid	true			route-specific				not-run		diameter ~ 1 + sample + f(plate_id, model = 'iid')		inferred-from-name	inla	not-run		328	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata		not-run		not-run	sleepstudy_iid	true			unresolved-family				not-run		Reaction ~ 1 + Days + f(subject_id, model = 'iid')		unresolved	inla	not-run		329	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		gaussian	inferred-family		not-run		not-run	sleepstudy_iid	true			route-specific				not-run		Reaction ~ 1 + Days + f(subject_id, model = 'iid')		inferred-from-name	inla	not-run		329	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata		not-run		not-run	sleepstudy_slopes	true			unresolved-family				not-run		Reaction ~ 1 + f(subject_id, Days, model = 'iid')		unresolved	inla	not-run		330	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		gaussian	inferred-family		not-run		not-run	sleepstudy_slopes	true			route-specific				not-run		Reaction ~ 1 + f(subject_id, Days, model = 'iid')		inferred-from-name	inla	not-run		330	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata		not-run		not-run	airp_rw1	true			unresolved-family				not-run		log_y ~ 0 + f(t, model = 'rw1')		unresolved	inla	not-run		331	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			inferred-family		not-run		not-run	airp_rw1	true			unresolved-family				not-run		log_y ~ 0 + f(t, model = 'rw1')		unresolved	inla	not-run		331	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata		not-run		not-run	airp_rw2	true			unresolved-family				not-run		log_y ~ 0 + f(t, model = 'rw2')		unresolved	inla	not-run		332	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			inferred-family		not-run		not-run	airp_rw2	true			unresolved-family				not-run		log_y ~ 0 + f(t, model = 'rw2')		unresolved	inla	not-run		332	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata		not-run		not-run	airp_ar1	true			unresolved-family				not-run		log_y ~ 0 + f(t, model = 'ar1')		unresolved	inla	not-run		333	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			inferred-family		not-run		not-run	airp_ar1	true			unresolved-family				not-run		log_y ~ 0 + f(t, model = 'ar1')		unresolved	inla	not-run		333	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata		not-run		not-run	airp_seasonal	true			unresolved-family				not-run		log_y ~ 0 + f(t, model = 'seasonal', season.length = 12)		unresolved	inla	not-run		334	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			inferred-family		not-run		not-run	airp_seasonal	true			unresolved-family				not-run		log_y ~ 0 + f(t, model = 'seasonal', season.length = 12)		unresolved	inla	not-run		334	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata		not-run		not-run	veteran_weibull	true			unresolved-family				not-run		inla.surv(time, status) ~ trt + celltype + karno + diagtime + age + prior		unresolved	inla	not-run		335	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		weibull	inferred-family		not-run		not-run	veteran_weibull	true			unsupported				not-run		inla.surv(time, status) ~ trt + celltype + karno + diagtime + age + prior		inferred-from-name	inla	not-run		335	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata		not-run		not-run	lidar_rw2	true			unresolved-family				not-run		logratio ~ -1 + f(range, model = 'rw2', constr = FALSE)		unresolved	inla	not-run		336	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			inferred-family		not-run		not-run	lidar_rw2	true			unresolved-family				not-run		logratio ~ -1 + f(range, model = 'rw2', constr = FALSE)		unresolved	inla	not-run		336	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata		not-run		not-run	surg_binomial	true			unresolved-family				not-run		r ~ f(hospital, model = 'iid')		unresolved	inla	not-run		337	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			inferred-family		not-run		not-run	surg_binomial	true			unresolved-family				not-run		r ~ f(hospital, model = 'iid')		unresolved	inla	not-run		337	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata		not-run		not-run	boston_besag	true			unresolved-family				not-run		log(medv) ~ crim + zn + indus + chas + nox + rm + age + dis + rad + tax + ptratio + black + lstat + f(id, model = 'besag', graph = W)		unresolved	inla	not-run		338	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		gaussian	inferred-family		not-run		not-run	boston_besag	true			route-specific				not-run		log(medv) ~ crim + zn + indus + chas + nox + rm + age + dis + rad + tax + ptratio + black + lstat + f(id, model = 'besag', graph = W)		inferred-from-name	inla	not-run		338	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata		not-run		not-run	plodia_iid	true			unresolved-family				not-run		fixed: PO ~ 1; random: ~FSfamily		unresolved	mcmcglmm	not-run		339	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
